Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Electricity [kW](Hourly) 
 01/20  18:00:00,2.34722052609,7.06227662355,0.0,7.02256100564,0.0,0.180873720125,0.180873720125,0.180873720125,0.500563357112,0.107834640941,0.445069937436,0.576597764883,0.519637105591
 01/20  19:00:00,2.73248593748,5.61553686919,0.0,5.57241769522,0.0,0.14215905749,0.14215905749,0.14215905749,0.744427560815,0.160369475696,0.398283704478,0.626011142216,0.614590996781
 01/20  20:00:00,2.70132591309,5.30349321707,0.0,5.2589857505,0.0,0.133811954048,0.133811954048,0.133811954048,0.789349924612,0.170046944353,0.315345896534,0.646166598759,0.629960594779
 01/20  21:00:00,2.49684770803,5.35987488725,0.0,5.31383731324,0.0,0.135533679206,0.135533679206,0.135533679206,0.680252812296,0.146544515569,0.275874927963,0.668380946025,0.573616826972
 01/20  22:00:00,2.26614165816,5.49953243892,0.0,5.45456967209,0.0,0.139194534146,0.139194534146,0.139194534146,0.571155699981,0.123042103946,0.258342283024,0.652776721604,0.504986315459
 01/20  23:00:00,1.85161047789,5.76929984444,0.0,5.73039033191,0.0,0.146243019841,0.146243019841,0.146243019841,0.429971093908,0.0926271950982,0.205880856148,0.564894596568,0.395349716332
 01/20  24:00:00,1.43342033616,6.0812254617,0.0,6.04741381931,0.0,0.154365747413,0.154365747413,0.154365747413,0.295204002519,0.0635947891276,0.135920781757,0.490882893238,0.276808122102
 01/21  01:00:00,1.02817105062,6.41842860324,0.0,6.39046122487,0.0,0.163074474783,0.163074474783,0.163074474783,0.154019476112,0.0331798974413,0.092942924749,0.40603492295,0.16227535458
 01/21  02:00:00,0.844733911293,6.65023223793,0.0,6.62448164935,0.0,0.168991212504,0.168991212504,0.168991212504,0.0898447275923,0.0193549373138,0.0761857795615,0.373851210082,0.0998620442388
 01/21  03:00:00,0.782102252122,6.8110688713,0.0,6.78561684027,0.0,0.172916702236,0.172916702236,0.172916702236,0.0641747963185,0.013824954979,0.0623264934745,0.369516703299,0.0826986018155
 01/21  04:00:00,0.775468197684,6.89856473704,0.0,6.87347097507,0.0,0.175026068581,0.175026068581,0.175026068581,0.0641747963185,0.013824954979,0.0539764305342,0.364315295158,0.087506652113
