Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly) 
 10/09  07:00:00,1.13876231652,4.7165798517,0.0,3.59710621879,0.0,0.114934351968,0.114934351968,0.114934351968,0.30012153441,0.0653888174317,0.211649190125,0.414556422586,1.09091993428
 10/09  08:00:00,1.05440764328,3.84406120797,0.0,2.7598999497,0.0,0.0881934268838,0.0881934268838,0.0881934268838,0.267380977545,0.0582555024903,0.272982226561,0.350483509799,1.06002075541
 10/09  09:00:00,0.870004153414,2.88963159133,0.0,1.90228536434,0.0,0.0607455795023,0.0607455795023,0.0607455795023,0.130962143864,0.0285333144043,0.334361307064,0.29828980858,0.966800706931
 10/09  10:00:00,0.83788768064,2.13387555394,0.0,1.25610329189,0.0,0.0400834751038,0.0400834751038,0.0400834751038,0.10367836041,0.0225888731445,0.34911988098,0.305305091002,0.856743545369
 10/09  11:00:00,0.828970930461,1.2492569367,0.0,0.469455592771,0.0,0.0149443625776,0.0149443625776,0.0149443625776,0.10367836041,0.0225888731445,0.365248706228,0.305398628101,0.758766184635
 10/09  12:00:00,0.804242637203,0.845250506022,0.0,0.141701116801,0.0,0.00450317888303,0.00450317888303,0.00450317888303,0.10367836041,0.0225888731445,0.356106137108,0.300254087658,0.682868574112
 10/09  13:00:00,0.784517155058,0.917668108026,0.0,0.25843951697,0.0,0.00822176765494,0.00822176765494,0.00822176765494,0.10367836041,0.0225888731445,0.322279448206,0.310636705643,0.637832644958
 10/09  14:00:00,0.780720456285,0.997642806005,0.0,0.381877677182,0.0,0.0121743994245,0.0121743994245,0.0121743994245,0.10367836041,0.0225888731445,0.297038680158,0.328128143148,0.593164412498
 10/09  15:00:00,0.819695598894,1.13013882205,0.0,0.506893513232,0.0,0.0161790617529,0.0161790617529,0.0161790617529,0.109135133819,0.0237777468263,0.307123779051,0.346367877445,0.5993882813
 10/09  16:00:00,0.972738896929,1.37439613056,0.0,0.691797329768,0.0,0.022101385365,0.022101385365,0.022101385365,0.136418833681,0.029722188086,0.357691996357,0.40969249344,0.654380118492
