Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly) 
 07/24  15:00:00,0.668258632629,0.869046729305,0.0,0.258052984415,0.00690949057024,0.00690949057024,0.00690949057024,0.0443306218216,0.00918480488369,0.301544742847,0.290940972506,0.590952622919
 07/24  16:00:00,0.763488501978,0.808131248871,0.0,0.137739871497,0.00368805013206,0.00368805013206,0.00368805013206,0.0471012869752,0.00975885536707,0.343460130304,0.3441321792,0.646686242556
 07/24  17:00:00,0.9331964624,1.26407814685,0.0,0.469311973756,0.0125660498154,0.0125660498154,0.0125660498154,0.0554132755573,0.0114810068172,0.420322530775,0.418065599435,0.765968222779
 07/24  18:00:00,0.989425894734,0.907364666259,0.0,0.0,0.0,0.0,0.0,0.0886612436432,0.0183696069169,0.383153984987,0.453893059187,0.876098784103
 07/24  19:00:00,1.00316610563,0.925995979996,0.0,0.0,0.0,0.0,0.0,0.169010519341,0.0350170680846,0.315283626754,0.468506891454,0.893723441429
 07/24  20:00:00,1.15001143096,0.861667412499,0.0,0.0,0.0,0.0,0.0,0.304773029323,0.06314553892,0.282131328171,0.484613534545,0.828285387029
 07/24  21:00:00,1.2876789023,0.781383152248,0.0,0.0,0.0,0.0,0.0,0.440535539305,0.0912740097553,0.267221753354,0.473299599886,0.748780473676
 07/24  22:00:00,1.08844392621,0.727518462229,0.0,0.0767406449479,0.00205476702323,0.00205476702323,0.00205476702323,0.368498300341,0.0763486943369,0.216614016064,0.409580148441,0.622564377143
 07/24  23:00:00,0.836147347915,0.888409911839,0.0,0.378025515464,0.0101218117679,0.0101218117679,0.0101218117679,0.254901084073,0.05281263592,0.147046288352,0.355917527803,0.485867441871
 07/24  24:00:00,0.589229836982,1.14343354866,0.0,0.78268205825,0.0209566818738,0.0209566818738,0.0209566818738,0.13299183107,0.0275544175015,0.0979808984401,0.294398008096,0.340472234662
 07/25  01:00:00,0.496529481394,1.39706670833,0.0,1.10416368086,0.0295645041973,0.0295645041973,0.0295645041973,0.0803492756978,0.0166474611677,0.0835572224677,0.271063017863,0.274231174703
 07/25  02:00:00,0.456142062675,1.67921181377,0.0,1.40454266631,0.0376072934415,0.0376072934415,0.0376072934415,0.0526426104036,0.0109069563338,0.0717169442605,0.267920258236,0.25621377994
 07/25  03:00:00,0.450077882251,1.87822976413,0.0,1.59862318419,0.0428038909976,0.0428038909976,0.0428038909976,0.0526426104036,0.0109069563338,0.0642274778329,0.264148946683,0.261410994718
 07/25  04:00:00,0.452832911026,2.05566073575,0.0,1.72410872202,0.0461638255563,0.0461638255563,0.0461638255563,0.0526426104036,0.0109069563338,0.0736008338661,0.254170684866,0.314043769176
 07/25  05:00:00,0.49818188485,2.31418589755,0.0,1.7495559531,0.0468451871906,0.0468451871906,0.0468451871906,0.0554132755573,0.0114810068172,0.0854603589124,0.283634056373,0.545092150687
 07/25  06:00:00,0.615824158717,2.61529367765,0.0,1.61644770595,0.0432811509885,0.0432811509885,0.0432811509885,0.0775785967864,0.0160734078338,0.135831742961,0.327711260147,0.976271972313
 07/25  07:00:00,0.782351743296,2.63599501249,0.0,1.51745490088,0.0406305718654,0.0406305718654,0.0406305718654,0.127450542036,0.0264063108338,0.209298551845,0.348217766716,1.09455354597
 07/25  08:00:00,0.737059853278,2.59019133721,0.0,1.50682937037,0.0403460682662,0.0403460682662,0.0403460682662,0.0969732115886,0.0200917669184,0.269902798408,0.294398008096,1.06308271109
 07/25  09:00:00,0.701144322816,2.51027298496,0.0,1.52511696793,0.0408357273307,0.0408357273307,0.0408357273307,0.0526426104036,0.0109069563338,0.330854517454,0.250556511294,0.967896730516
 07/25  10:00:00,0.725763816866,2.87802268448,0.0,2.00489317232,0.0536819618647,0.0536819618647,0.0536819618647,0.0443306218216,0.00918480488369,0.3467692427,0.256449185596,0.855464315809
 07/25  11:00:00,0.720118593685,2.02997813605,0.0,1.25705796128,0.033658320788,0.033658320788,0.033658320788,0.0443306218216,0.00918480488369,0.361069091606,0.256527754586,0.75524956628
 07/25  12:00:00,0.693340631111,1.50656149468,0.0,0.812073193373,0.021743643402,0.021743643402,0.021743643402,0.0443306218216,0.00918480488369,0.350527100905,0.252206460099,0.677115360034
 07/25  13:00:00,0.663289677254,1.17373768867,0.0,0.524863287698,0.0140534624904,0.0140534624904,0.0140534624904,0.0443306218216,0.00918480488369,0.319445169994,0.260927618065,0.630900713131
 07/25  14:00:00,0.644018174279,0.786976948813,0.0,0.183129629033,0.00490338233369,0.00490338233369,0.00490338233369,0.0443306218216,0.00918480488369,0.294631345917,0.275620019323,0.5848615634
 07/25  15:00:00,0.661349142059,0.610078661605,0.0,0.0,0.0,0.0,0.0,0.0443306218216,0.00918480488369,0.301544742847,0.290940972506,0.590037539634
 07/25  16:00:00,0.759800451846,0.668576901599,0.0,0.0,0.0,0.0,0.0,0.0471012869752,0.00975885536707,0.343460130304,0.3441321792,0.644871766781
 07/25  17:00:00,0.920630412584,0.793494017673,0.0,0.0,0.0,0.0,0.0,0.0554132755573,0.0114810068172,0.420322530775,0.418065599435,0.76469606736
 07/25  18:00:00,0.989425894734,0.904356343269,0.0,0.0,0.0,0.0,0.0,0.0886612436432,0.0183696069169,0.383153984987,0.453893059187,0.873090461113
 07/25  19:00:00,1.00316610563,0.921893633898,0.0,0.0,0.0,0.0,0.0,0.169010519341,0.0350170680846,0.315283626754,0.468506891454,0.889621095332
 07/25  20:00:00,1.15001143096,0.857987968819,0.0,0.0,0.0,0.0,0.0,0.304773029323,0.06314553892,0.282131328171,0.484613534545,0.824605943349
 07/25  21:00:00,1.2876789023,0.778140542279,0.0,0.0,0.0,0.0,0.0,0.440535539305,0.0912740097553,0.267221753354,0.473299599886,0.745537863707
 07/25  22:00:00,1.08638915918,0.648175981785,0.0,0.0,0.0,0.0,0.0,0.368498300341,0.0763486943369,0.216614016064,0.409580148441,0.619962541647
 07/25  23:00:00,0.826025536147,0.508777551838,0.0,0.0,0.0,0.0,0.0,0.254901084073,0.05281263592,0.147046288352,0.355917527803,0.484260597335
 07/25  24:00:00,0.573514619163,0.556209473257,0.0,0.195756174545,0.00524146405496,0.00524146405496,0.00524146405496,0.13299183107,0.0275544175015,0.0979808984401,0.294398008096,0.340174042967
 07/26  01:00:00,0.482035070532,0.855746961322,0.0,0.562832023728,0.0150700933353,0.0150700933353,0.0150700933353,0.0803492756978,0.0166474611677,0.0835572224677,0.271063017863,0.274243084826
