Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly) 
 06/03  14:00:00,1.42538572498,0.478576698903,0.0,0.0,0.584234087096,0.171725969391,0.755960056487,0.171725969391,0.0393676278396,0.00807468751483,0.333354815889,0.273553537255,0.459733008383
 06/03  15:00:00,1.6769583424,0.484165245995,0.0,0.0,0.760810421253,0.223623310552,0.984433731804,0.223623310552,0.0419921368055,0.00861299992489,0.338084853439,0.288759620426,0.464274086931
 06/03  16:00:00,1.93516553442,0.530627642743,0.0,0.0,0.888401393284,0.260997118429,1.14939851171,0.260997118429,0.0419921368055,0.00861299992489,0.378534863978,0.341552022,0.507099887761
 06/03  17:00:00,2.35249932351,0.622983167556,0.0,0.0,1.08588403086,0.31905336742,1.40493739828,0.31905336742,0.0524901660196,0.0107662495651,0.454299388857,0.41493112079,0.594400705396
 06/03  18:00:00,2.27139351353,0.713249521852,0.0,0.0,0.962034093186,0.296190175644,1.25822426883,0.296190175644,0.083984273611,0.017225994394,0.416394015259,0.450489961437,0.68221759479
 06/03  19:00:00,1.98193680248,0.734108079957,0.0,0.0,0.715292578321,0.241503026181,0.956795604502,0.241503026181,0.16271954259,0.0333753803352,0.348977049664,0.464994225385,0.702077029053
 06/03  20:00:00,1.8450743507,0.687464863318,0.0,0.0,0.498620994794,0.182662734728,0.681283729522,0.182662734728,0.291320455322,0.0597526829724,0.316662375189,0.480980107693,0.654332627534
 06/03  21:00:00,1.75543416172,0.623605473572,0.0,0.0,0.329607319546,0.12918508497,0.458792404517,0.12918508497,0.422545837122,0.0866683171147,0.302601602849,0.469751000121,0.591246753021
 06/03  22:00:00,1.40110138121,0.526921536326,0.0,0.0,0.220176151814,0.0875955036037,0.307771655418,0.0875955036037,0.354308643906,0.0726721889974,0.244764602777,0.406509290111,0.49891921059
 06/03  23:00:00,1.01899991181,0.420993792099,0.0,0.0,0.136430875011,0.0544559932462,0.190886868257,0.0544559932462,0.246703749703,0.0506013747293,0.162483910071,0.353249009055,0.396660292083
 06/03  24:00:00,0.618341243269,0.306666207763,0.0,0.0,0.0390966174735,0.0156737783897,0.0547703958633,0.0156737783897,0.125976377168,0.0258389984107,0.104489735199,0.292190736629,0.286538696823
 06/04  01:00:00,0.463266903974,0.257973043384,0.0,0.0,0.0,0.0,0.0,0.0,0.0761107334136,0.0156110680754,0.0874394002251,0.26903070226,0.23944090761
 06/04  02:00:00,0.41537590531,0.248481674605,0.0,0.0,0.0,0.0,0.0,0.0,0.0498656570536,0.0102279371551,0.0742958053889,0.265911505712,0.230164404174
 06/04  03:00:00,0.40289756877,0.253486093241,0.0,0.0,0.0,0.0,0.0,0.0,0.0498656570536,0.0102279371551,0.0655605047062,0.262168469855,0.235426661221
 06/04  04:00:00,0.403640758187,0.292389951052,0.0,0.0,0.0,0.0,0.0,0.0,0.0498656570536,0.0102279371551,0.0762071431636,0.252265020815,0.275012716493
 06/04  05:00:00,0.449298731933,0.461668667272,0.0,0.0,0.0,0.0,0.0,0.0,0.0524901660196,0.0107662495651,0.0894598278958,0.281507488452,0.442277070129
 06/04  06:00:00,0.571955628368,0.77707588831,0.0,0.0,0.0,0.0,0.0,0.0,0.0708617287813,0.0145344323437,0.146230247206,0.325254220037,0.754670804741
 06/04  07:00:00,0.756753990347,0.859513482957,0.0,0.0,0.0,0.0,0.0,0.0,0.112853832338,0.0231474363604,0.230070744137,0.345606977512,0.83570640303
 06/04  08:00:00,0.710394557007,0.831456143873,0.0,0.0,0.0,0.0,0.0,0.0,0.083984273611,0.017225994394,0.301918552373,0.292190736629,0.811328632932
 06/04  09:00:00,0.696128218181,0.754942100766,0.0,0.0,0.0,0.0,0.0,0.0,0.0472411547374,0.00968962610895,0.375444492549,0.248677944785,0.73781196135
 06/04  10:00:00,0.753262045763,0.670005375764,0.0,0.0,0.0265452530949,0.00921391526352,0.0357591683584,0.00921391526352,0.0419921368055,0.00861299992489,0.397296302362,0.254526438312,0.652472363832
 06/04  11:00:00,0.880523868167,0.596948601021,0.0,0.0,0.112998203158,0.0373000962493,0.150298299408,0.0373000962493,0.0393676278396,0.00807468751483,0.413103835179,0.254604418226,0.579410217456
 06/04  12:00:00,1.02181982829,0.540864472704,0.0,0.0,0.236977033436,0.0741912117948,0.31116824523,0.0741912117948,0.0393676278396,0.00807468751483,0.397818744732,0.250315522973,0.523621528984
 06/04  13:00:00,1.1874657449,0.50838117422,0.0,0.0,0.385791182062,0.117574298508,0.50336548057,0.117574298508,0.0393676278396,0.00807468751483,0.362611655582,0.258971293393,0.490541979175
 06/04  14:00:00,1.45701206634,0.477132028711,0.0,0.0,0.610627391425,0.176959006416,0.787586397841,0.176959006416,0.0393676278396,0.00807468751483,0.333354815889,0.273553537255,0.458288338191
 06/04  15:00:00,1.75220254452,0.482708211039,0.0,0.0,0.822059261238,0.237618672683,1.05967793392,0.237618672683,0.0419921368055,0.00861299992489,0.338084853439,0.288759620426,0.462817051975
 06/04  16:00:00,2.04126392444,0.528955263112,0.0,0.0,0.980203403713,0.275293498021,1.25549690173,0.275293498021,0.0419921368055,0.00861299992489,0.378534863978,0.341552022,0.505427508129
 06/04  17:00:00,2.59819715158,0.620898944561,0.0,0.0,1.28943541764,0.361199808706,1.65063522635,0.361199808706,0.0524901660196,0.0107662495651,0.454299388857,0.41493112079,0.592316482401
 06/04  18:00:00,2.57961314318,0.710771966148,0.0,0.0,1.21665851541,0.349785383073,1.56644389848,0.349785383073,0.083984273611,0.017225994394,0.416394015259,0.450489961437,0.679740039086
 06/04  19:00:00,2.33183611288,0.731557939447,0.0,0.0,1.00071135034,0.305983564566,1.30669491491,0.305983564566,0.16271954259,0.0333753803352,0.348977049664,0.464994225385,0.699526888543
 06/04  20:00:00,2.09845200315,0.685128491911,0.0,0.0,0.696706447513,0.237954934457,0.93466138197,0.237954934457,0.291320455322,0.0597526829724,0.316662375189,0.480980107693,0.651996256127
 06/04  21:00:00,1.97484354108,0.621560771203,0.0,0.0,0.497608015117,0.180593768761,0.678201783877,0.180593768761,0.422545837122,0.0866683171147,0.302601602849,0.469751000121,0.589202050652
 06/04  22:00:00,1.60543186923,0.525356171189,0.0,0.0,0.374016792355,0.138085351087,0.512102143442,0.138085351087,0.354308643906,0.0726721889974,0.244764602777,0.406509290111,0.497353845453
 06/04  23:00:00,1.16772200893,0.419965858842,0.0,0.0,0.245705025792,0.0939039395784,0.339608965371,0.0939039395784,0.246703749703,0.0506013747293,0.162483910071,0.353249009055,0.395632358826
 06/04  24:00:00,0.753084038958,0.306188900999,0.0,0.0,0.135945500138,0.0535676914135,0.189513191552,0.0535676914135,0.125976377168,0.0258389984107,0.104489735199,0.292190736629,0.286061390059
