Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly) 
 04/13  04:00:00,0.566810445457,4.91199229022,0.0,4.57029898764,0.12237191455,0.12237191455,0.12237191455,0.0537062930097,0.0111273393395,0.0738992009315,0.290357697626,0.321692358803
 04/13  05:00:00,0.624319106092,5.44173525681,0.0,4.85038504007,0.129871350926,0.129871350926,0.129871350926,0.0570629363228,0.01182279787,0.0861981667443,0.324015854229,0.569030770975
 04/13  06:00:00,0.767546592119,5.76469831114,0.0,4.7081515,0.126062980694,0.126062980694,0.126062980694,0.0939859852514,0.0194728474072,0.138308322259,0.374368456507,1.03075888641
 04/13  07:00:00,0.969960927856,5.56135087632,0.0,4.37582734298,0.11716484439,0.11716484439,0.11716484439,0.174545479797,0.0361638492902,0.213944220876,0.397794533502,1.15812193123
 04/13  08:00:00,0.903203887349,5.1211529221,0.0,3.9730754224,0.106380971443,0.106380971443,0.106380971443,0.140979046666,0.0292092639846,0.27497430448,0.336312300775,1.12491102788
 04/13  09:00:00,0.806568219372,4.32104739634,0.0,3.27789385542,0.0877671565612,0.0877671565612,0.0877671565612,0.0671328662621,0.0139091734617,0.336182059337,0.28622896375,1.02343700006
 04/13  10:00:00,0.806484572833,3.983087036,0.0,3.05979414144,0.0819274336822,0.0819274336822,0.0819274336822,0.0537062930097,0.0111273393395,0.351414911732,0.29296059507,0.90311265329
 04/13  11:00:00,0.791999806501,2.76430590207,0.0,1.94853469288,0.0521729369521,0.0521729369521,0.0521729369521,0.0537062930097,0.0111273393395,0.366594887045,0.293050350155,0.79558478526
 04/13  12:00:00,0.757195212706,1.92667678772,0.0,1.19506484325,0.0319984257649,0.0319984257649,0.0319984257649,0.0537062930097,0.0111273393395,0.356901334072,0.288113820519,0.711765567498
 04/13  13:00:00,0.723391895142,1.45316601542,0.0,0.770669382546,0.0206350368066,0.0206350368066,0.0206350368066,0.0537062930097,0.0111273393395,0.324498591112,0.298076634874,0.661963979307
 04/13  14:00:00,0.706492441931,1.08311782792,0.0,0.448924213129,0.0120201578927,0.0120201578927,0.0120201578927,0.0537062930097,0.0111273393395,0.299429816056,0.314860835633,0.612504801574
 04/13  15:00:00,0.727930756428,0.920621948583,0.0,0.278877282776,0.00746707099692,0.00746707099692,0.00746707099692,0.0537062930097,0.0111273393395,0.307918976015,0.332363077067,0.618850231555
 04/13  16:00:00,0.836942851037,0.906615487501,0.0,0.201008491892,0.00538209733327,0.00538209733327,0.00538209733327,0.0570629363228,0.01182279787,0.354199750391,0.39312726912,0.678526892444
 04/13  17:00:00,1.04157469436,1.4823561294,0.0,0.643444844708,0.0172285397011,0.0172285397011,0.0172285397011,0.0772028030804,0.0159955476282,0.438213000532,0.477586803422,0.806013287218
 04/13  18:00:00,1.13866997701,1.24813063093,0.0,0.28882906216,0.00773353459145,0.00773353459145,0.00773353459145,0.140979046666,0.0292092639846,0.396885009915,0.518515121851,0.923584272882
 04/13  19:00:00,1.22218793601,1.47666536219,0.0,0.49717203094,0.0133120160085,0.0133120160085,0.0133120160085,0.278601401867,0.0577230737143,0.321993876894,0.535209567526,0.94262605838
 04/13  20:00:00,1.42617286049,1.67085650359,0.0,0.759888717826,0.0203463794156,0.0203463794156,0.0203463794156,0.45650350434,0.0945823772594,0.285783239672,0.553609359802,0.872833065145
 04/13  21:00:00,1.44718613972,1.79344278947,0.0,0.968345351373,0.0259279042605,0.0259279042605,0.0259279042605,0.493426560148,0.102232431072,0.269566616575,0.540684627666,0.787853022237
 04/13  22:00:00,1.19092054173,2.33142310325,0.0,1.6471338544,0.0441027871106,0.0441027871106,0.0441027871106,0.369230764442,0.0765004526143,0.217845283247,0.46789325432,0.652058979939
