Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly) 
 12/11  14:00:00,1.01565608577,6.31815419199,0.0,5.54412310627,0.0,0.152647920337,0.152647920337,0.152647920337,0.132355302136,0.0288368480957,0.317847783081,0.366856232124,0.748762867166
 12/11  15:00:00,1.02342302068,6.09518325625,0.0,5.3751584839,0.0,0.147995769271,0.147995769271,0.147995769271,0.14628747,0.0318723125,0.292642171022,0.387513297889,0.69333374234
 12/11  16:00:00,1.12086984955,6.02421052699,0.0,5.29577037144,0.0,0.145809953763,0.145809953763,0.145809953763,0.202016057864,0.0440141336915,0.302863615842,0.409054088393,0.70026544514
 12/11  17:00:00,1.43944669802,6.01706002268,0.0,5.21612799318,0.0,0.143617137482,0.143617137482,0.143617137482,0.362235612136,0.0789219105958,0.353720743409,0.4838392944,0.767606285061
 12/11  18:00:00,1.9863148717,6.91906796633,0.0,5.96804299107,0.0,0.164319827248,0.164319827248,0.164319827248,0.633912342136,0.138113348096,0.445069937436,0.587787416781,0.910539521808
 12/11  19:00:00,2.2343306128,5.90557333103,0.0,4.82032508332,0.0,0.132719383248,0.132719383248,0.132719383248,0.835928316407,0.182127481787,0.398283704478,0.638159726883,1.0412932647
 12/11  20:00:00,2.06875366653,5.73492083842,0.0,4.6272710005,0.0,0.127403970208,0.127403970208,0.127403970208,0.780199812136,0.169985660596,0.315345896534,0.658706327056,1.06227965207
 12/11  21:00:00,1.96785986963,5.68724989201,0.0,4.65522563741,0.0,0.128173653187,0.128173653187,0.128173653187,0.71053914,0.154808375,0.275874927963,0.681351773484,0.985094302169
 12/11  22:00:00,1.80166227351,5.6999042962,0.0,4.76356536772,0.0,0.131156601834,0.131156601834,0.131156601834,0.599081964271,0.130524696192,0.258342283024,0.665444728188,0.890504616956
 12/11  23:00:00,1.48031092981,5.80758697433,0.0,5.03019633265,0.0,0.138497828123,0.138497828123,0.138497828123,0.445828452136,0.0971346605958,0.205880856148,0.57585713281,0.737726918906
 12/11  24:00:00,1.180820896,5.89503173627,0.0,5.28843614783,0.0,0.145608018495,0.145608018495,0.145608018495,0.31347315,0.0682978125,0.135920781757,0.500409133249,0.572128551396
 12/12  01:00:00,0.866383969573,6.01407383371,0.0,5.58817293769,0.0,0.15386075689,0.15386075689,0.15386075689,0.160219637864,0.0349077586915,0.0863692416722,0.413914574456,0.397391406434
 12/12  02:00:00,0.748496909072,6.12841041853,0.0,5.78451278369,0.0,0.159266637783,0.159266637783,0.159266637783,0.0975250078643,0.0212482144043,0.0722387554862,0.381106293534,0.317647904633
 12/12  03:00:00,0.692780145274,6.23828090535,0.0,5.91687585376,0.0,0.162911027885,0.162911027885,0.162911027885,0.06269463,0.0136595625,0.0597152550472,0.376687669841,0.295459666089
 12/12  04:00:00,0.685476419359,6.42934477164,0.0,6.10220975937,0.0,0.168013879088,0.168013879088,0.168013879088,0.06269463,0.0136595625,0.0526110263622,0.371385321409,0.301554840402
 12/12  05:00:00,0.684256086297,6.5745654372,0.0,6.18458695668,0.0,0.170281993921,0.170281993921,0.170281993921,0.06269463,0.0136595625,0.0631517086927,0.357356191184,0.365364603069
 12/12  06:00:00,0.746496125236,6.83751901567,0.0,6.16649491839,0.0,0.169783860678,0.169783860678,0.169783860678,0.0696606972136,0.0151772910596,0.0759814879778,0.398780788307,0.643556988279
 12/12  07:00:00,0.949509430773,7.14187877645,0.0,5.94653464996,0.0,0.163727631967,0.163727631967,0.163727631967,0.14628747,0.0318723125,0.129758030703,0.460751985603,1.16360858311
 12/12  08:00:00,1.26842808626,7.68077928923,0.0,6.33863061338,0.0,0.174523321789,0.174523321789,0.174523321789,0.299540982136,0.0652623480958,0.207405929039,0.489583505201,1.30842728331
 12/12  09:00:00,1.22045547336,7.27232856996,0.0,5.97163346049,0.0,0.164418684665,0.164418684665,0.164418684665,0.29257494,0.063744625,0.268690649238,0.413914574456,1.27218561989
 12/12  10:00:00,1.05873994314,7.14616865576,0.0,5.96341040618,0.0,0.164192276969,0.164192276969,0.164192276969,0.160219637864,0.0349077586915,0.330033495679,0.352274773936,1.15849436853
 12/12  11:00:00,1.07811922362,8.10795675597,0.0,7.0597737137,0.0,0.194378760137,0.194378760137,0.194378760137,0.132355302136,0.0288368480957,0.344876619894,0.360559693361,1.02334851491
 12/12  12:00:00,1.10392632272,8.3299257674,0.0,7.40312277648,0.0,0.203832287661,0.203832287661,0.203832287661,0.132355302136,0.0288368480957,0.361119725873,0.360670158953,0.901960854942
 12/12  13:00:00,1.05405280401,6.9798142523,0.0,6.14921647953,0.0,0.169308128501,0.169308128501,0.169308128501,0.132355302136,0.0288368480957,0.3518459739,0.354594551375,0.806174110749
 12/12  14:00:00,1.02161711507,6.53590259456,0.0,5.76062576277,0.0,0.158608949633,0.158608949633,0.158608949633,0.132355302136,0.0288368480957,0.317847783081,0.366856232124,0.750008613239
 12/12  15:00:00,1.02254005393,6.06419323019,0.0,5.343089417,0.0,0.14711280252,0.14711280252,0.14711280252,0.14628747,0.0318723125,0.292642171022,0.387513297889,0.694412783175
 12/12  16:00:00,1.11436178864,5.78914020776,0.0,5.05939970341,0.0,0.139301892846,0.139301892846,0.139301892846,0.202016057864,0.0440141336915,0.302863615842,0.409054088393,0.701565793929
 12/12  17:00:00,1.43436385795,5.83418412561,0.0,5.03152088547,0.0,0.138534297413,0.138534297413,0.138534297413,0.362235612136,0.0789219105958,0.353720743409,0.4838392944,0.769337495701
