Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly) 
 12/15  17:00:00,1.18715184252,1.05047250863,0.0,0.340472121318,0.00911630189824,0.00911630189824,0.00911630189824,0.298085235859,0.0617599037538,0.353720743409,0.4491216576,0.679063177461
 12/15  18:00:00,1.66034181557,1.76240420897,0.0,0.918149447348,0.024583885216,0.024583885216,0.024583885216,0.521649128359,0.108079828006,0.445069937436,0.54561103655,0.806670995963
 12/15  19:00:00,1.87569319831,1.31181090184,0.0,0.346618947598,0.00928088607585,0.00928088607585,0.00928088607585,0.6878889,0.1425228,0.398283704478,0.592368907752,0.924387328378
 12/15  20:00:00,1.7294654658,1.44416126319,0.0,0.458605095115,0.0122793680815,0.0122793680815,0.0122793680815,0.642029685859,0.133021318006,0.315345896534,0.611441197322,0.943437770289
 12/15  21:00:00,1.65067425136,1.70665710293,0.0,0.789513767583,0.0211396041187,0.0211396041187,0.0211396041187,0.584705565,0.121144422757,0.275874927963,0.632461731524,0.873576963127
 12/15  22:00:00,1.51343277509,1.83636661327,0.0,1.00532167863,0.0269179628915,0.0269179628915,0.0269179628915,0.49298706793,0.102141373255,0.258342283024,0.617696087987,0.788495676163
 12/15  23:00:00,1.23715599191,2.12741346929,0.0,1.43803334756,0.038504022254,0.038504022254,0.038504022254,0.366874125859,0.0760121837538,0.205880856148,0.534536803897,0.652559191376
 12/15  24:00:00,0.977378317278,2.41253700856,0.0,1.87494721566,0.0502025974845,0.0502025974845,0.0502025974845,0.2579583375,0.0534460642523,0.135920781757,0.464502536285,0.505593089565
 12/16  01:00:00,0.715697128473,2.78138148671,0.0,2.3913521659,0.0640295839936,0.0640295839936,0.0640295839936,0.13184539543,0.0273168747508,0.092942924749,0.38421434955,0.363563173483
 12/16  02:00:00,0.614090674071,2.99642313982,0.0,2.6858645448,0.0719152920757,0.0719152920757,0.0719152920757,0.0802537279296,0.0166276647508,0.0761857795615,0.353760209753,0.286190244793
 12/16  03:00:00,0.570657917629,3.31585109246,0.0,3.02679633032,0.0810439017,0.0810439017,0.0810439017,0.0515916675,0.0106892128505,0.0623264934745,0.349658642104,0.264968943514
 12/16  04:00:00,0.564946372813,3.60384151203,0.0,3.30915920264,0.0886043010037,0.0886043010037,0.0886043010037,0.0515916675,0.0106892128505,0.0539764305342,0.344736760925,0.270935528683
 12/16  05:00:00,0.567269137834,3.79622192067,0.0,3.439831352,0.0921031095365,0.0921031095365,0.0921031095365,0.0515916675,0.0106892128505,0.0658228643082,0.331714283638,0.333540825782
 12/16  06:00:00,0.627181502311,4.07916531996,0.0,3.45046602743,0.0923878579954,0.0923878579954,0.0923878579954,0.0573240795859,0.0118769038006,0.080078180578,0.370166480351,0.603200815922
 12/16  07:00:00,0.817655551425,4.45929341256,0.0,3.32061293578,0.0889109801198,0.0889109801198,0.0889109801198,0.1203805575,0.0249415042523,0.14038354292,0.427690966632,1.10921949452
 12/16  08:00:00,1.09296591573,4.34863875805,0.0,3.06372746047,0.0820327501573,0.0820327501573,0.0820327501573,0.24649349957,0.0510706795015,0.228567290958,0.454453695544,1.25360679665
 12/16  09:00:00,1.07222969226,4.27235784074,0.0,3.02124578867,0.0808952833253,0.0808952833253,0.0808952833253,0.240761115,0.0498829942523,0.30112795013,0.38421434955,1.22464590474
 12/16  10:00:00,0.944525441275,3.67578189832,0.0,2.53788747447,0.0679531361085,0.0679531361085,0.0679531361085,0.13184539543,0.0273168747508,0.375064554145,0.326997480842,1.11536959229
 12/16  11:00:00,0.951185897349,3.76427959109,0.0,2.75906574931,0.0738752889092,0.0738752889092,0.0738752889092,0.10891571957,0.0225661195015,0.395792849183,0.334687920184,0.982159263474
 12/16  12:00:00,0.946516971997,2.79984677148,0.0,1.91549143671,0.0512881881575,0.0512881881575,0.0512881881575,0.10891571957,0.0225661195015,0.413608485392,0.334790459375,0.861293693184
 12/16  13:00:00,0.911609047065,2.13489074225,0.0,1.34346552563,0.035971924145,0.035971924145,0.035971924145,0.10891571957,0.0225661195015,0.399656479991,0.329150803858,0.768752055982
 12/16  14:00:00,0.867509973429,1.43373142526,0.0,0.698836023328,0.0187116646772,0.0187116646772,0.0187116646772,0.10891571957,0.0225661195015,0.361435815596,0.340532654084,0.711438216109
 12/16  15:00:00,0.861831913846,1.04383565677,0.0,0.361772367487,0.00968662605236,0.00968662605236,0.00968662605236,0.1203805575,0.0249415042523,0.331767743197,0.359707482845,0.657285268242
 12/16  16:00:00,0.946273453648,1.08604465263,0.0,0.396533979424,0.0106173846345,0.0106173846345,0.0106173846345,0.16623984043,0.0344430147508,0.339922588697,0.379702625135,0.663355310633
 12/16  17:00:00,1.22975073543,1.35389125287,0.0,0.589990544408,0.015797275557,0.015797275557,0.015797275557,0.298085235859,0.0617599037538,0.389638662656,0.4491216576,0.732963498617
