Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Electricity [kW](Hourly) 
 10/29  10:00:00,1.41869108297,0.0201548446386,0.0,0.0,0.0,0.0,0.0,0.0,0.124808933888,0.0268871547207,0.379392365529,0.292611294499,0.578347334337
 10/29  11:00:00,1.33356840738,0.0206288532143,0.0,0.0,0.0,0.0,0.0,0.0,0.0988070693423,0.0212856634388,0.40003611027,0.299493027672,0.49730253666
 10/29  12:00:00,1.2782874109,0.0206351733286,0.0,0.0,0.0,0.0,0.0,0.0,0.0988070693423,0.0212856634388,0.417737465747,0.299584784114,0.424228428259
 10/29  13:00:00,1.20333963872,0.0202875670398,0.0,0.0,0.0,0.0,0.0,0.0,0.0988070693423,0.0212856634388,0.403916643199,0.294538179787,0.368148082953
 10/29  14:00:00,1.1738560019,0.0209890997318,0.0,0.0,0.0246357592919,0.0075123635652,0.0321481228571,0.0075123635652,0.0988070693423,0.0212856634388,0.365867480721,0.304723144883,0.33438052066
 10/29  15:00:00,1.20608541408,0.0221709611139,0.0,0.0,0.0841125347607,0.025185631782,0.109298166543,0.025185631782,0.0988070693423,0.0212856634388,0.336164252333,0.321881599593,0.302004662825
 10/29  16:00:00,1.26734052417,0.0234033834107,0.0,0.0,0.102878873055,0.0313441410803,0.134223014136,0.0313441410803,0.104007458185,0.0224059651276,0.344182751906,0.339774105842,0.306103228977
 10/29  17:00:00,1.48484260367,0.0276821008206,0.0,0.0,0.127050042058,0.0393481094636,0.166398151522,0.0393481094636,0.130009243065,0.0280074564094,0.393609915605,0.40189321728,0.348280619787
 10/29  18:00:00,1.84720896921,0.033629328417,0.0,0.0,0.126202599296,0.0396872432303,0.165889842527,0.0396872432303,0.213215225546,0.0459322319439,0.4839838786,0.488236029486,0.433307761104
 10/29  19:00:00,2.25517601883,0.0365113005573,0.0,0.0,0.189189664713,0.0602509860601,0.249440650773,0.0602509860601,0.390027808862,0.0840223520663,0.436869206105,0.530076967175,0.518095033845
 10/29  20:00:00,2.47958771919,0.037686841825,0.0,0.0,0.211284206876,0.0673778517043,0.27866205858,0.0673778517043,0.613643812092,0.132195170226,0.354604366405,0.547143665443,0.53669464644
 10/29  21:00:00,2.47098124552,0.0389824652652,0.0,0.0,0.19663099923,0.0634971943645,0.260128193594,0.0634971943645,0.676048239204,0.145638756167,0.315968037806,0.565953736115,0.490600282632
 10/29  22:00:00,2.2168549214,0.0380723687999,0.0,0.0,0.173779071379,0.0561199861493,0.229899057528,0.0561199861493,0.566840471842,0.122112489351,0.299251766429,0.552740808423,0.429366327825
 10/29  23:00:00,1.78477267077,0.032946756068,0.0,0.0,0.147258841098,0.0469621948727,0.194221035971,0.0469621948727,0.426430451092,0.0918644467258,0.239379940853,0.478326333717,0.337906462416
 10/29  24:00:00,1.3235931199,0.028630117972,0.0,0.0,0.104816138201,0.0334274066568,0.138243544857,0.0334274066568,0.296421128362,0.0638569903163,0.156389433469,0.415656683625,0.236381339274
 10/30  01:00:00,0.846343484563,0.0236814684418,0.0,0.0,0.0693886633811,0.0218214696756,0.0912101330567,0.0218214696756,0.150810798435,0.0324886460026,0.0911840680538,0.343811389303,0.120194449712
 10/30  02:00:00,0.600720112325,0.021804394482,0.0,0.0,0.0,0.0,0.0,0.0,0.0936066805,0.02016536175,0.0769469663719,0.31655972594,0.0767973777631
 10/30  03:00:00,0.535391050906,0.0215515899083,0.0,0.0,0.0,0.0,0.0,0.0,0.0624044510112,0.0134435773603,0.0643753113384,0.312889468248,0.0656342429484
 10/30  04:00:00,0.527188288433,0.0212482244199,0.0,0.0,0.0,0.0,0.0,0.0,0.0624044510112,0.0134435773603,0.0571309948506,0.308485159017,0.0690801061935
 10/30  05:00:00,0.559823806435,0.0204455698983,0.0,0.0,0.0,0.0,0.0,0.0,0.0624044510112,0.0134435773603,0.067543792236,0.296832090845,0.102955894983
 10/30  06:00:00,0.764806989139,0.0228156127768,0.0,0.0,0.0,0.0,0.0,0.0,0.0676048239204,0.0145638756167,0.0803165119766,0.331240756708,0.254437020918
 10/30  07:00:00,1.24066543189,0.026361196923,0.0,0.0,0.0,0.0,0.0,0.0,0.14041002075,0.030248042625,0.134040371138,0.382716120839,0.536606876536
 10/30  08:00:00,1.66765525241,0.0280107467664,0.0,0.0,0.0439153690185,0.0140051492436,0.0579205182621,0.0140051492436,0.286020430342,0.0616163869388,0.211649190125,0.40666455228,0.612140174465
 10/30  09:00:00,1.59019507105,0.0236814684418,0.0,0.0,0.0431936177959,0.0135827605118,0.0567763783077,0.0135827605118,0.254818176954,0.0548946111301,0.272982226561,0.343811389303,0.59026828879
 10/30  10:00:00,1.40502242316,0.0201548446386,0.0,0.0,0.0631319233091,0.0195510879097,0.0826830112188,0.0195510879097,0.124808933888,0.0268871547207,0.334361307064,0.292611294499,0.527026721773
 10/30  11:00:00,1.51462300537,0.0206288532143,0.0,0.0,0.212456937726,0.0635923783592,0.276049316085,0.0635923783592,0.0988070693423,0.0212856634388,0.34911988098,0.299493027672,0.453224047851
 10/30  12:00:00,1.52665827606,0.0206351733286,0.0,0.0,0.260526851355,0.0765487499927,0.337075601348,0.0765487499927,0.0988070693423,0.0212856634388,0.365248706228,0.299584784114,0.388012451585
 10/30  13:00:00,1.56038014926,0.0202875670398,0.0,0.0,0.336853677094,0.0989832308651,0.435836907959,0.0989832308651,0.0988070693423,0.0212856634388,0.356106137108,0.294538179787,0.337162191626
 10/30  14:00:00,1.57170747767,0.0209890997318,0.0,0.0,0.388420150987,0.11193087292,0.500351023907,0.11193087292,0.0988070693423,0.0212856634388,0.322279448206,0.304723144883,0.30761712789
 10/30  15:00:00,1.75935640988,0.0221709611139,0.0,0.0,0.568701891462,0.157238370855,0.725940262317,0.157238370855,0.0988070693423,0.0212856634388,0.297038680158,0.321881599593,0.277759135028
 10/30  16:00:00,1.80473209224,0.0234033834107,0.0,0.0,0.568901696844,0.163931589033,0.732833285876,0.163931589033,0.104007458185,0.0224059651276,0.307123779051,0.339774105842,0.281943498163
 10/30  17:00:00,1.97078768404,0.0276821008206,0.0,0.0,0.555066138469,0.163111005839,0.718177144308,0.163111005839,0.130009243065,0.0280074564094,0.357691996357,0.40189321728,0.318364626621
 10/30  18:00:00,2.21365383166,0.033629328417,0.0,0.0,0.461045752215,0.142811519643,0.603857271858,0.142811519643,0.213215225546,0.0459322319439,0.448631948385,0.488236029486,0.397137124445
 10/30  19:00:00,2.47633018966,0.0365113005573,0.0,0.0,0.418810612918,0.133555325047,0.552365937965,0.133555325047,0.390027808862,0.0840223520663,0.402558890565,0.530076967175,0.470634233023
 10/30  20:00:00,2.64681209515,0.037686841825,0.0,0.0,0.40594123911,0.127655563093,0.533596802203,0.127655563093,0.613643812092,0.132195170226,0.320359612211,0.547143665443,0.483229032972
 10/30  21:00:00,2.60995905766,0.0389824652652,0.0,0.0,0.368876220939,0.115997177454,0.484873398393,0.115997177454,0.676048239204,0.145638756167,0.281112667479,0.565953736115,0.439688260305
 10/30  22:00:00,2.30243542565,0.0380723687999,0.0,0.0,0.298412116472,0.0951548925277,0.393567009,0.0951548925277,0.566840471842,0.122112489351,0.263644908961,0.552740808423,0.386885738071
 10/30  23:00:00,1.83563073555,0.032946756068,0.0,0.0,0.232689119485,0.0741977318648,0.306886851349,0.0741977318648,0.426430451092,0.0918644467258,0.211086728929,0.478326333717,0.30439192374
 10/30  24:00:00,1.32506721502,0.028630117972,0.0,0.0,0.132803265067,0.0433527115556,0.176155976622,0.0433527115556,0.296421128362,0.0638569903163,0.140854588134,0.415656683625,0.215477847963
 10/31  01:00:00,0.820532193979,0.0236814684418,0.0,0.0,0.0488756859825,0.0160591462263,0.0649348322088,0.0160591462263,0.150810798435,0.0324886460026,0.0911840680538,0.343811389303,0.120658459976
 10/31  02:00:00,0.612279959278,0.021804394482,0.0,0.0,0.00852487141363,0.00280130263476,0.0113261740484,0.00280130263476,0.0936066805,0.02016536175,0.0769469663719,0.31655972594,0.0770310506675
 10/31  03:00:00,0.549623943528,0.0215515899083,0.0,0.0,0.0109179616209,0.00348165849246,0.0143996201134,0.00348165849246,0.0624044510112,0.0134435773603,0.0643753113384,0.312889468248,0.0654675154567
 10/31  04:00:00,0.526932731457,0.0212482244199,0.0,0.0,0.0,0.0,0.0,0.0,0.0624044510112,0.0134435773603,0.0571309948506,0.308485159017,0.0688245492179
