Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly) 
 01/06  20:00:00,2.27791254123,9.75561235688,0.0,8.59379401213,0.0,0.278024630657,0.278024630657,0.278024630657,0.828265695136,0.180457991846,0.315345896534,0.658706327056,1.11644815889
 01/06  21:00:00,2.15122080065,10.5833001576,0.0,9.50207434928,0.0,0.307575484823,0.307575484823,0.307575484823,0.713789981955,0.155516632422,0.275874927963,0.681351773484,1.03429585586
 01/06  22:00:00,2.00665619232,11.3547522575,0.0,10.3758272727,0.0,0.335867704718,0.335867704718,0.335867704718,0.599314185181,0.130575291211,0.258342283024,0.665444728188,0.933090673295
 01/06  23:00:00,1.69542389749,11.5364504599,0.0,10.726840189,0.0,0.347106538465,0.347106538465,0.347106538465,0.45116911509,0.0982982549805,0.205880856148,0.57585713281,0.769946548113
 01/06  24:00:00,1.39928083387,12.0132370124,0.0,11.3852738799,0.0,0.368592705814,0.368592705814,0.368592705814,0.309757866226,0.0674883468263,0.135920781757,0.500409133249,0.593496095496
 01/07  01:00:00,1.1147203221,12.6168653592,0.0,12.1642273527,0.0,0.393926716162,0.393926716162,0.393926716162,0.161612796136,0.0352113105958,0.092942924749,0.413914574456,0.424128516979
 01/07  02:00:00,0.996079495844,12.9224276,0.0,12.5644854629,0.0,0.406861318069,0.406861318069,0.406861318069,0.0942741659095,0.0205399387695,0.0761857795615,0.381106293534,0.331692406909
 01/07  03:00:00,0.964992906122,13.5090880292,0.0,13.1775403948,0.0,0.426856689851,0.426856689851,0.426856689851,0.0673386720226,0.0146713809326,0.0623264934745,0.376687669841,0.30560224892
 01/07  04:00:00,0.956631506482,13.6801683246,0.0,13.3421082871,0.0,0.432147701583,0.432147701583,0.432147701583,0.0673386720226,0.0146713809326,0.0539764305342,0.371385321409,0.312479865674
 01/07  05:00:00,0.971070389404,14.263001193,0.0,13.8511744501,0.0,0.448769280957,0.448769280957,0.448769280957,0.0673386720226,0.0146713809326,0.0658228643082,0.357356191184,0.387212865455
 01/07  06:00:00,1.02875574532,14.6518965586,0.0,13.9161243002,0.0,0.450774723479,0.450774723479,0.450774723479,0.0673386720226,0.0146713809326,0.080078180578,0.398780788307,0.708305149434
 01/07  07:00:00,1.2911756296,16.2840801725,0.0,14.9398816033,0.0,0.484304943649,0.484304943649,0.484304943649,0.15487897491,0.0337441825195,0.14038354292,0.460751985603,1.31246302579
 01/07  08:00:00,1.59285198518,15.6348797022,0.0,14.1144508812,0.0,0.457141924859,0.457141924859,0.457141924859,0.316491771045,0.0689554931152,0.228567290958,0.489583505201,1.48670742848
 01/07  09:00:00,1.52520782357,14.5774590607,0.0,13.0948477401,0.0,0.424008035238,0.424008035238,0.424008035238,0.303024045,0.06602121875,0.30112795013,0.413914574456,1.454101831
 01/07  10:00:00,1.32965303806,13.6000548723,0.0,12.2502077431,0.0,0.396578552545,0.396578552545,0.396578552545,0.15487897491,0.0337441825195,0.375064554145,0.352274773936,1.32558324815
 01/07  11:00:00,1.31605979988,13.135447577,0.0,11.9433296382,0.0,0.386776202531,0.386776202531,0.386776202531,0.127943439226,0.0278756155762,0.395792849183,0.360559693361,1.16728341147
 01/07  12:00:00,1.24648599556,10.3148877794,0.0,9.26765302143,0.0,0.299276296414,0.299276296414,0.299276296414,0.127943439226,0.0278756155762,0.413608485392,0.360670158953,1.022392622
 01/07  13:00:00,1.17639463262,8.65344957012,0.0,7.71570540442,0.0,0.249212546454,0.249212546454,0.249212546454,0.127943439226,0.0278756155762,0.399656479991,0.354594551375,0.913320503684
 01/07  14:00:00,1.14128814658,8.29549633144,0.0,7.42491026376,0.0,0.240065044055,0.240065044055,0.240065044055,0.127943439226,0.0278756155762,0.361435815596,0.366856232124,0.845317849126
 01/07  15:00:00,1.14629063032,8.40874916982,0.0,7.6018155036,0.0,0.245877483319,0.245877483319,0.245877483319,0.134677344045,0.0293427618652,0.331767743197,0.387513297889,0.780242636199
 01/07  16:00:00,1.20525287107,8.05691507888,0.0,7.24133205955,0.0,0.234139036142,0.234139036142,0.234139036142,0.168346700955,0.0366784568848,0.339922588697,0.409054088393,0.787408308907
 01/07  17:00:00,1.50068512396,9.10927130818,0.0,8.20456940519,0.0,0.265652954672,0.265652954672,0.265652954672,0.282822414136,0.0616197980958,0.389638662656,0.4838392944,0.871376158554
 01/07  18:00:00,2.07194061885,11.7740441574,0.0,10.6979950528,0.0,0.346940911182,0.346940911182,0.346940911182,0.525241650136,0.114436773096,0.480421867651,0.587787416781,1.0355636512
 01/07  19:00:00,2.39260527142,11.2425717369,0.0,10.0039053917,0.0,0.323422889879,0.323422889879,0.323422889879,0.781128612181,0.170188022461,0.432594020017,0.638159726883,1.19471136224
