Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly) 
 10/13  05:00:00,0.695895043839,6.91492364885,0.0,6.33430599737,0.0,0.174404250905,0.174404250905,0.174404250905,0.0709378119045,0.0154555418115,0.0803165119766,0.337668927242,0.557359787751
 10/13  06:00:00,0.906948957437,7.77712122268,0.0,6.76348629154,0.0,0.186220994166,0.186220994166,0.186220994166,0.1473323805,0.032099971875,0.134040371138,0.390143239758,0.986762756739
 10/13  07:00:00,1.20653801883,7.76910801618,0.0,6.63597009026,0.0,0.182710054282,0.182710054282,0.182710054282,0.30012153441,0.0653888174317,0.211649190125,0.414556422586,1.1045842273
 10/13  08:00:00,1.13323405972,7.16285495827,0.0,6.06610670198,0.0,0.167019843327,0.167019843327,0.167019843327,0.267380977545,0.0582555024903,0.272982226561,0.350483509799,1.07260775343
 10/13  09:00:00,0.977271789815,7.10068382518,0.0,6.10218567272,0.0,0.168013215903,0.168013215903,0.168013215903,0.130962143864,0.0285333144043,0.334361307064,0.29828980858,0.97795263241
 10/13  10:00:00,0.993830606513,8.00660663066,0.0,7.11961549621,0.0,0.196026400976,0.196026400976,0.196026400976,0.10367836041,0.0225888731445,0.34911988098,0.305305091002,0.86596241778
 10/13  11:00:00,0.975464309126,6.64973752722,0.0,5.86336655929,0.0,0.161437741242,0.161437741242,0.161437741242,0.10367836041,0.0225888731445,0.365248706228,0.305398628101,0.765335808643
 10/13  12:00:00,0.945187829624,5.99121702007,0.0,5.28263781344,0.0,0.145448371303,0.145448371303,0.145448371303,0.10367836041,0.0225888731445,0.356106137108,0.300254087658,0.68789839152
 10/13  13:00:00,0.924141227582,6.03330647969,0.0,5.36971310775,0.0,0.147845840179,0.147845840179,0.147845840179,0.10367836041,0.0225888731445,0.322279448206,0.310636705643,0.642197425843
 10/13  14:00:00,0.901057278274,5.43178418536,0.0,4.81276471282,0.0,0.132511221414,0.132511221414,0.132511221414,0.10367836041,0.0225888731445,0.297038680158,0.328128143148,0.596418756216
 10/13  15:00:00,0.92221453101,4.93760413216,0.0,4.31107275506,0.0,0.118697993869,0.118697993869,0.118697993869,0.109135133819,0.0237777468263,0.307123779051,0.346367877445,0.602674349571
 10/13  16:00:00,1.0647124125,4.82991288231,0.0,4.14316351454,0.0,0.114074900933,0.114074900933,0.114074900933,0.136418833681,0.029722188086,0.357691996357,0.40969249344,0.658530685472
 10/13  17:00:00,1.3778463193,5.96671919671,0.0,5.15449236344,0.0,0.141920106135,0.141920106135,0.141920106135,0.223726957455,0.0487444037597,0.448631948385,0.49771090356,0.777945644114
